Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cum_return,middle_band,upper_band,lower_band,Conversion,Baseline,SpanA,SpanB,Lagging
2017-04-21,58.93842925219853,58.93842925219853,58.25728131166374,58.65461730957031,60800,0.0,0,,,,,,,,,,61.06623840332031
2017-04-24,59.55336007562081,60.45210093061307,59.55336007562081,60.16828536987305,71900,0.0,0,0.025806460424314448,1.0258064604243144,,,,,,,,60.92344665527344
2017-04-25,60.59399839674767,62.43877757435314,60.59399839674767,62.0130615234375,82100,0.0,0,0.030660274631793882,1.0572579682199923,,,,,,,,61.494606018066406
2017-04-26,61.77656371906436,63.05371935244279,61.77656371906436,62.4860954284668,95600,0.0,0,0.007627972130524796,1.0653227025363496,,,,,,,,63.350860595703125
2017-04-27,62.58068815092849,63.31859985522657,62.20226985654447,62.9591064453125,80900,0.0,0,0.007569860360169267,1.073387046633068,,,,,,,,62.58930969238281
2017-04-28,63.10102377509853,63.10102377509853,62.15498139635504,62.43879699707031,93400,0.0,0,-0.00826424448533336,1.0645163136523024,,,,,,,,62.39892959594727
2017-05-01,62.6752971466759,63.05371547865453,61.96576548086448,62.29687881469727,76200,0.0,0,-0.0022729166671756618,1.0620967567805217,,,,,,,,63.06528854370117
2017-05-02,62.438793591030624,62.62799916936592,61.729261845678,62.24958801269531,83200,0.0,0,-0.0007591199254560754,1.0612904979696873,,,,,,,,64.06481170654297
2017-05-03,61.87116833192608,62.15497669343661,61.3508421758951,61.58735275268555,66100,0.0,0,-0.010638387837598295,1.050000078043928,,,,60.787940583445156,,,,65.82588195800781
2017-05-04,61.87115617610408,61.918453951531575,61.04809693219693,61.54004287719727,73800,0.0,0,-0.0007681751751573707,1.0491934940500613,,,,61.43597996542369,,,,65.68309020996094
2017-05-05,61.72925778171875,61.823860564658204,61.256236649291786,61.6346549987793,74700,0.0,0,0.0015374074693257356,1.0508065319645818,,,,61.95629912598712,,,,65.63549041748047
2017-05-08,61.39814652416286,61.72925988459555,60.97242315983804,61.3508415222168,79400,0.0,0,-0.004604771075105707,1.0459678084406592,,,,62.145511507532305,,,,64.44556427001953
2017-05-09,61.303544391175016,61.82386332947599,60.735913232693946,61.58735275268555,126700,0.0,0,0.0038550609021898996,1.050000078043928,,,,62.02725654396026,,,,63.82682418823242
2017-05-10,62.7699029457881,63.621342429279785,60.26289310460007,60.83052062988281,218400,0.0,0,-0.01228875879503899,1.0370968803500742,,,,61.94211776693993,,,,62.97010040283203
2017-05-11,60.59400716823071,60.59400716823071,59.2600841715363,59.88447189331055,118800,0.0,0,-0.015552205155836218,1.0209677369003922,,,,61.44071330040804,,,,62.73211669921875
2017-05-12,59.64796258029657,60.49940204084268,58.749221729467855,59.74256896972656,97000,0.0,0,-0.002369611338258082,1.0185484401750373,,,,61.18528207937382,,,,61.63739013671875
2017-05-15,59.979079807866064,60.87781705399356,59.979079807866064,60.16828536987305,89400,0.0,0,0.007125846904276978,1.0258064604243147,,,,61.18528207937382,,,,59.87632369995117
2017-05-16,60.357497315527866,60.60346672276364,59.97908256525246,60.31019592285156,107300,0.0,0,0.0023585606953255844,1.0282258872228824,,,,61.18528207937382,,,,60.25709533691406
2017-05-17,59.269547827936144,59.3830718863467,58.13429641723633,58.13429641723633,101500,0.0,0,-0.03607846852957719,0.9911290719094151,,,,60.87781942325806,,,,60.20949935913086
2017-05-18,57.92486466124191,58.92439278272295,57.92486466124191,58.35323333740234,79300,0.38,0,0.0037660543544670855,0.9948617178665184,60.91951236724854,63.73466536427985,58.104359370217225,60.77310354526085,,,,60.11430740356445
2017-05-19,58.40083962033,59.49555936517758,58.40083962033,58.82920837402344,78500,0.0,0,0.008156789425343147,1.0029765954064909,60.928241920471194,63.71590001324702,58.140583827695366,60.77310354526085,,,,60.39988327026367
2017-05-22,58.92439794827918,59.92392252606257,58.734011449815576,59.781131744384766,111400,0.0,0,0.016181135131195346,1.0192058952301895,60.90888423919678,63.72292127926514,58.094847199128424,60.77310354526085,,,,62.25614547729492
2017-05-23,60.0667074991889,61.06623567206293,59.35276087931905,60.63786697387695,86200,0.0,0,0.014331197896277015,1.0338123366117855,60.84012451171875,63.609244552757936,58.07100447067956,59.49555016665242,,,,61.68498992919922
2017-05-24,60.63786846501476,61.113829258645325,60.25709547252585,60.87585067749024,112000,0.0,0,0.003924671422162795,1.037869710345165,60.759612274169925,63.42312411292829,58.09610043541156,59.51934695994362,,,,62.39892959594727
2017-05-25,61.16142654418946,61.447008094588185,60.61882740854429,61.16142654418945,67900,0.0,0,0.004691119114082598,1.0427384807812927,60.66972827911377,63.142807805605266,58.19664875262227,59.68593637791505,,,,62.9224967956543
2017-05-26,61.06623511493672,61.54219952384092,60.637866420658895,61.16142654418945,86400,0.0,0,0.0,1.0427384807812927,60.60585975646973,62.95442032288455,58.2572991900549,59.73353209254142,60.77310354526085,,,62.11335754394531
2017-05-30,61.16142983769905,61.60883756818414,60.87585190324237,61.06623840332031,82300,0.0,0,-0.0015563427187291756,1.04111562233919,60.54432773590088,62.77258040232446,58.3160750694773,59.76685111471303,60.77310354526085,,,61.3994140625
2017-05-31,61.30421964939705,61.351811734512005,59.590744807161165,60.92344665527344,113800,0.0,0,-0.002338309216031731,1.0386811720845197,60.478020668029785,62.57288164588893,58.38315969017064,59.76685111471303,60.77310354526085,,,62.20854568481445
2017-06-01,61.11383300225274,61.63739680682667,60.68546789861313,61.494606018066406,202800,0.0,0,0.009375033655347753,1.0484188430299881,60.47338333129883,62.55868654008816,58.38808012250949,60.01911821357834,60.77310354526085,,,61.68498992919922
2017-06-02,61.63738595746661,63.68403420240469,61.44700311439141,63.350860595703125,80400,0.0,0,0.030185648755784777,1.0800660459746376,60.56392421722412,62.96379919850005,58.16404923594819,61.20902282611013,60.8044494318233,,,61.20902633666992
2017-06-05,63.255656852493125,63.44604694298132,62.2656574325119,62.58930969238281,55500,0.0,0,-0.012021161135922553,1.0670823979985378,60.611656951904294,63.13114149402843,58.09217240978016,61.51839754086187,60.8044494318233,,,62.351341247558594
2017-06-06,62.11334807903377,62.779695268312366,61.6849830663032,62.39892959594727,56500,0.0,0,-0.003041735040236526,1.063836616077726,60.66406135559082,63.28552750404027,58.04259520714137,61.63738950478293,60.8044494318233,,,61.66595458984375
2017-06-07,62.54172475262159,63.06528854370118,62.3513418809423,63.06528854370117,85600,0.0,0,0.010679012477758487,1.0751973405751163,60.737958145141604,63.53857334870867,57.93734294157454,61.63738950478293,60.8044494318233,,,61.58979415893555
2017-06-08,62.87490069611416,64.6359675390207,62.5512411247045,64.06481170654297,77900,0.0,0,0.01584902227394358,1.0922381671747763,60.89967269897461,64.05780277285687,57.74154262509234,62.113356173090935,61.280416100131305,,,61.30421447753906
2017-06-09,64.11240710920798,66.34943847212273,64.11240710920798,65.82588195800781,86700,0.0,0,0.02748888515479675,1.1222625767139294,61.196743202209475,64.98028323210202,57.41320317231693,62.97009163964195,62.13715156668232,,,61.35181427001953
